Alpha Rad,delta_x,delta_y,posX,posY
0.0,0.431376312457875,0.022620461055015504,23.61212517735421,51.164572456115394
0.0,0.5272377152262917,0.027647230178352283,24.1393628925805,51.19221968629375
0.0,0.5272377152262917,0.027647230178352283,24.666600607806792,51.2198669164721
0.0,0.5751684166104999,0.03016061474002067,25.24176902441729,51.25002753121212
0.0,0.47930701384208335,0.025133845616683893,25.721076038259373,51.275161376828805
0.0,0.5751684166104999,0.03016061474002067,26.29624445486987,51.305321991568825
0.0,0.7668912221473333,0.04021415298669423,27.063135677017204,51.34553614455552
0.0,0.7668912221473333,0.04021415298669423,27.830026899164537,51.38575029754221
0.0,0.86275262491575,0.04524092211003101,28.692779524080287,51.43099121965224
0.0,0.9586140276841667,0.05026769123336779,29.651393551764453,51.48125891088561
0.0,0.7668912221473333,0.04021415298669423,30.418284773911786,51.5214730638723
0.0,0.718960520763125,0.037700768425025837,31.137245294674912,51.559173832297326
0.0,0.8148219235315417,0.042727537548362615,31.952067218206455,51.60190136984569
0.0,0.718960520763125,0.037700768425025837,32.67102773896958,51.63960213827072
0.0,0.718960520763125,0.037700768425025837,33.389988259732704,51.67730290669574
0.0,0.718960520763125,0.037700768425025837,34.10894878049583,51.71500367512077
0.0,0.9106833262999583,0.0477543066716994,35.01963210679579,51.76275798179247
0.0,0.86275262491575,0.04524092211003101,35.88238473171154,51.8079989039025
0.0,0.6710298193789166,0.03518738386335745,36.553414551090455,51.84318628776586
0.017453225356045796,0.647327710742212,0.02828243131668177,37.200742261832666,51.87146871908254
0.0,0.5266749061452166,0.036844550892938394,37.72741716797788,51.90831326997548
-0.017453225356045796,0.5980984633370491,0.04708937681632191,38.325515631314936,51.9554026467918
0.0,0.5272377152262917,0.027647230178352283,38.85275334654123,51.983049876970156
0.0,0.5751684166104999,0.03016061474002067,39.42792176315173,52.013210491710176
0.0,0.5751684166104999,0.03016061474002067,40.00309017976223,52.043371106450195
0.0,0.431376312457875,0.022620461055015504,40.43446649222011,52.06599156750521
0.017453225356045796,0.5034771083550538,0.021997446579641377,40.93794360057517,52.08798901408485
-0.017453225356045796,0.6698702789374948,0.05274010203428054,41.60781387951266,52.140729116119125
0.0,0.431376312457875,0.022620461055015504,42.03919019197054,52.16334957717414
0.0,0.6230991179947083,0.03267399930168906,42.662289309965246,52.196023576475824
0.0,0.7668912221473333,0.04021415298669423,43.42918053211258,52.236237729462516
